Title,Date
"El señor de los Cielos: Temporada 3: Acto atroz","10/11/15"
"Un show más: Temporada 2: Ira contra el televisor","10/11/15"
"Un show más: Temporada 1: El poder","10/11/15"
"The Vampire Diaries: Temporada 1: El día de los fundadores","10/11/15"
"El señor de los Cielos: Temporada 3: Guerra familiar","8/11/15"
"Un show más: Temporada 4: El tapizador","8/11/15"
"Un show más: Temporada 3: Azucarados","8/11/15"
"Un show más: Temporada 3: Dados de peluche","8/11/15"
"Willy Wonka y la fábrica de chocolates","8/11/15"
"Un show más: Temporada 3: Sin bromas","8/11/15"
"Un show más: Temporada 3: El mejor vhs en el mundo","8/11/15"
"Un show más: Temporada 2: Mareados","7/11/15"
"Un show más: Temporada 2: Fisgón","7/11/15"
"Un show más: Temporada 1: Bromistas","7/11/15"
"Un show más: Temporada 1: Pastel gratis","7/11/15"
"Un show más: Temporada 1: Golpes mortales","7/11/15"
"Un show más: Temporada 1: Boletos con cafeína","7/11/15"
"Un show más: Temporada 1: Solo acomoden las sillas","7/11/15"
"Mr. Selfridge: Temporada 2: Episodio 1","7/11/15"
"Mr. Selfridge: Temporada 1: Capítulo 10","7/11/15"
"Mr. Selfridge: Temporada 1: Capítulo 9","7/11/15"
"Mr. Selfridge: Temporada 1: Capítulo 8","7/11/15"
"Mr. Selfridge: Temporada 1: Capítulo 7","7/11/15"
"Mr. Selfridge: Temporada 1: Capítulo 6","7/11/15"
"Mr. Selfridge: Temporada 1: Capítulo 5","7/11/15"
"El señor de los Cielos: Temporada 3: El Seductor","7/11/15"
"Mr. Selfridge: Temporada 1: Capítulo 4","6/11/15"
"Mr. Selfridge: Temporada 1: Capítulo 3","6/11/15"
"Mr. Selfridge: Temporada 1: Capítulo 2","6/11/15"
"El señor de los Cielos: Temporada 3: Nuevo Chacorta","5/11/15"
"Arrow: Temporada 3: Corto Maltés","4/11/15"
"El señor de los Cielos: Temporada 3: Destrozados","3/11/15"
"El señor de los Cielos: Temporada 3: Todo sale mal","3/11/15"
"El señor de los Cielos: Temporada 3: Viuda culpada","2/11/15"
"El señor de los Cielos: Temporada 3: Inversiones","2/11/15"
"Arrow: Temporada 3: Sara","2/11/15"
"El señor de los Cielos: Temporada 3: Reclamos","1/11/15"
"El señor de los Cielos: Temporada 3: Intransigente","1/11/15"
"El señor de los Cielos: Temporada 3: La sentencia","1/11/15"
"El señor de los Cielos: Temporada 3: Escurridizo","1/11/15"
"El señor de los Cielos: Temporada 3: Asalto mortal","31/10/15"
"El señor de los Cielos: Temporada 3: El ajuste","31/10/15"
"El señor de los Cielos: Temporada 3: El pacto","31/10/15"
"El señor de los Cielos: Temporada 3: Proximidad","31/10/15"
"Un show más: Temporada 4: Luchando contra un sueño","31/10/15"
"Un show más: Temporada 4: Parrillada familiar","31/10/15"
"Un show más: Temporada 4: Tráiler chatarra","31/10/15"
"Un show más: Temporada 4: Ultra Frío","31/10/15"
"Un show más: Temporada 4: El estrés de Skips","31/10/15"
"Un show más: Temporada 4: Carter y Briggs","31/10/15"
"Un show más: Temporada 4: Radio Mátalo","31/10/15"
"El señor de los Cielos: Temporada 3: Asedio burlado","31/10/15"
"El señor de los Cielos: Temporada 3: La Bestia","30/10/15"
"El señor de los Cielos: Temporada 3: En familia","30/10/15"
"El señor de los Cielos: Temporada 3: Odio sin fin","30/10/15"
"El señor de los Cielos: Temporada 2: Leonor Ballesteros","30/10/15"
"El señor de los Cielos: Temporada 2: Sorpresa y venganza","30/10/15"
"Un show más: Temporada 4: Pasando por Margarita","30/10/15"
"Un show más: Temporada 4: Almorzar en la limusina","30/10/15"
"Un show más: Temporada 4: Engáñame dos veces","30/10/15"
"Un show más: Temporada 4: Un montón de gansos adultos","30/10/15"
"Un show más: Temporada 4: Esa es mi televisión","30/10/15"
"Un show más: Temporada 4: El cavernícola","30/10/15"
"Un show más: Temporada 4: El primo Quips","30/10/15"
"Un show más: Temporada 4: El más largo fin de semana","30/10/15"
"Un show más: Temporada 4: Carrera por los fuegos artificiales","30/10/15"
"Un show más: Temporada 4: Gracias a Dios es martes","30/10/15"
"Charlie y la fábrica de chocolate","30/10/15"
"Lego DC Comics Super Heroes Batman: Asediado","30/10/15"
"Arrow: Temporada 3: La calma","29/10/15"
"The Vampire Diaries: Temporada 1: Isobel","29/10/15"
"Escribiendo de amor","27/10/15"
"The Vampire Diaries: Temporada 1: Hermanos de sangre","27/10/15"
"Harry Potter y las Reliquias de la Muerte: Parte 1","25/10/15"
"Harry Potter y el misterio del príncipe","25/10/15"
"Harry Potter y la Orden del Fénix","25/10/15"
"Otra Película de Huevos y un Pollo","24/10/15"
"El niño con el pijama de rayas","24/10/15"
"Harry Potter y el prisionero de Azkaban","24/10/15"
"Harry Potter y la cámara secreta","24/10/15"
"In Your Eyes","24/10/15"
"Los Misterios de Jesús","24/10/15"
"","23/10/15"
"The Vampire Diaries: Temporada 1: Señorita Mystic Falls","22/10/15"
"The Vampire Diaries: Temporada 1: Bajo control","22/10/15"
"El Barco: Temporada 1: Elecciones","22/10/15"
"La llave de Sarah","20/10/15"
"El Barco: Temporada 1: El graznido","19/10/15"
"El lado profundo del mar","18/10/15"
"Mentiras verdaderas","18/10/15"
"Diamantes para el desayuno","16/10/15"
"El Barco: Temporada 1: Un mundo bajo el mar","16/10/15"
"Cowspiracy:  El secreto de la sostenibilidad","15/10/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 2: Justicia de idiotas / Mercado vikingo","15/10/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 2: Kyle E. Coyote / Bloqueado / Roqueado","15/10/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 2: Mouth es grande / El mayor admirador","15/10/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 2: Migajas / Mantén la calma","15/10/15"
"Un show más: Temporada 4: Especial de Navidad","15/10/15"
"Canimals: Temporada 1: Episodio 2","15/10/15"
"Canimals: Temporada 1: Episodio 1","15/10/15"
"Un show más: Temporada 3: Un mal beso","13/10/15"
"Un show más: Temporada 3: Sí, cielo, sí","13/10/15"
"Gnomeo y Julieta","13/10/15"
"The Vampire Diaries: Temporada 1: Déjame entrar","13/10/15"
"The Vampire Diaries: Temporada 1: Cita doble","8/10/15"
"The Vampire Diaries: Temporada 1: Cuestión de vampiros","8/10/15"
"El Barco: Temporada 1: El fantasma pirata","7/10/15"
"La línea débil","7/10/15"
"Enseñanza de vida","6/10/15"
"Más de mil palabras","6/10/15"
"Solicitud de Admisión","6/10/15"
"El Barco: Temporada 1: Echando la caña","5/10/15"
"Un novio para mamá","5/10/15"
"American Horror Story: Historia de horror americana: La casa del homicidio: Niños latente","5/10/15"
"Un día muy especial","4/10/15"
"El club de los incomprendidos","3/10/15"
"Once Upon a Time: Temporada 4: Operación Mangosta (Parte 2)","3/10/15"
"Flores De Acero","3/10/15"
"Once Upon a Time: Temporada 4: Operación Mangosta (Parte 1)","3/10/15"
"Once Upon a Time: Temporada 4: Madre","3/10/15"
"Once Upon a Time: Temporada 4: Lily","1/10/15"
"Once Upon a Time: Temporada 4: Simpatía por los De Vil","1/10/15"
"The Vampire Diaries: Temporada 1: Si me engañas","1/10/15"
"The Vampire Diaries: Temporada 1: La villa de los malditos","29/9/15"
"Once Upon a Time: Temporada 4: Corazón de oro","20/9/15"
"Once Upon a Time: Temporada 4: Un plan bien trazado","20/9/15"
"Once Upon a Time: Temporada 4: Pobre alma desgraciada","19/9/15"
"Once Upon a Time: Temporada 4: Que entre el dragón","18/9/15"
"The Vampire Diaries: Temporada 1: Amor a color rojo sangre","17/9/15"
"Alguien como tú","16/9/15"
"Once Upon a Time: Temporada 4: Sin perdón","16/9/15"
"Once Upon a Time: Temporada 4: Oscuridad a las afueras de la ciudad","16/9/15"
"Once Upon a Time: Temporada 4: Héroes y villanos","16/9/15"
"Once Upon a Time: Temporada 4: La vista hecha añicos","16/9/15"
"Once Upon a Time: Temporada 4: Ocaso","16/9/15"
"Once Upon a Time: Temporada 4: Romper el espejo (Parte 2)","15/9/15"
"The Vampire Diaries: Temporada 1: Linaje","15/9/15"
"Once Upon a Time: Temporada 4: Romper el espejo (Parte 1)","14/9/15"
"Once Upon a Time: Temporada 4: La Reina de las Nieves","14/9/15"
"Once Upon a Time: Temporada 4: Asuntos familiares","13/9/15"
"Once Upon a Time: Temporada 4: Cristales rotos","12/9/15"
"Once Upon a Time: Temporada 4: El aprendiz","12/9/15"
"Once Upon a Time: Temporada 4: Rocky Road","12/9/15"
"Once Upon a Time: Temporada 4: Tormenta de nieve","10/9/15"
"The Vampire Diaries: Temporada 1: El punto sin regreso","10/9/15"
"American Horror Story: Historia de horror americana: La casa del homicidio: Casa abierta","9/9/15"
"American Horror Story: Historia de horror americana: La casa del homicidio: Cerdito, cerdito","9/9/15"
"Once Upon a Time: Temporada 4: El cuento de las dos hermanas","8/9/15"
"The Vampire Diaries: Temporada 1: La historia se repite","8/9/15"
"American Horror Story: Historia de horror americana: La casa del homicidio: Niña espeluznante","8/9/15"
"The Vampire Diaries: Temporada 1: 162 velas","3/9/15"
"The Vampire Diaries: Temporada 1: Las niñas perdidas","3/9/15"
"Mi mejor regalo","1/9/15"
"Las reglas de la vida","1/9/15"
"The Vampire Diaries: Temporada 1: Apariciones","1/9/15"
"Cambio de ruta","28/8/15"
"Los niños de Irena Sendler","28/8/15"
"Won't Back Down","26/8/15"
"If I Had Wings","25/8/15"
"The Vampire Diaries: Temporada 1: Para mí, estás no muerto","25/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 2: Los go-kart / Kyle reprogramado","24/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Rank of Awesome / A Very Buttowski Mother's Day","24/8/15"
"Serena","24/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Abandon Friendship! / Braking the Grade","24/8/15"
"Un show más: Temporada 4: La última cena","24/8/15"
"Un show más: Temporada 4: El mejor jefe del mundo","24/8/15"
"Un show más: Temporada 4: Fe ciega","24/8/15"
"Un show más: Temporada 4: Club campestre","24/8/15"
"American Horror Story: Historia de horror americana: La casa del homicidio: Hombre de goma","23/8/15"
"Un show más: Temporada 4: El guardián del LaserDisc","22/8/15"
"Un show más: Temporada 4: La carne de Amadeus","21/8/15"
"Un show más: Temporada 4: El regreso de Beto Bullicio","21/8/15"
"Un show más: Temporada 4: La barra fija","21/8/15"
"American Horror Story: Historia de horror americana: La casa del homicidio: Halloween Parte 2","21/8/15"
"American Horror Story: Historia de horror americana: La casa del homicidio: La casa de los asesinatos","21/8/15"
"American Horror Story: Historia de horror americana: La casa del homicidio: Halloween Parte 1","21/8/15"
"American Horror Story: Historia de horror americana: La casa del homicidio: Invasión de hogar","21/8/15"
"Amor, honor y libertad","20/8/15"
"The Vampire Diaries: Temporada 1: Lazos de familia","20/8/15"
"Coco antes de chanel","19/8/15"
"The Vampire Diaries: Temporada 1: Viernes de fútbol y mordidas","18/8/15"
"The Vampire Diaries: Temporada 1: La noche del cometa","17/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: For the Love of Gunther / Father from the Truth","17/8/15"
"Peppa Pig: Temporada 2: Paseo en globo / Feliz cumpleaños George / Amigo imaginario / Pinturas","16/8/15"
"Peppa Pig: Temporada 2: Criaturas pequeñas / La oficina de papá / La isla de los piratas / El resfriado de George","16/8/15"
"Peppa Pig: Temporada 2: El gran taller / Día de niebla / Venta de garaje / A nadar","16/8/15"
"Peppa Pig: Temporada 1: Las escondidas / La guardería / El trabajo de mamá / Lancemos el balón","16/8/15"
"Maidentrip","16/8/15"
"Peppa Pig: Temporada 1: Charcos de lodo / ¿Dónde está el señor dinosaurio? / Mejores amigas / Lucas el loro","16/8/15"
"Los juegos de la resaca","16/8/15"
"Toy Story: una historia de terror","15/8/15"
"iCarly: Temporada 5: One Direction","15/8/15"
"The Vampire Diaries: Temporada 1: Piloto","13/8/15"
"Los Increíbles","12/8/15"
"iCarly: Temporada 2: iDate a Bad Boy: Parte 2","12/8/15"
"iCarly: Temporada 2: iDate a Bad Boy: Parte 1","12/8/15"
"iCarly: Temporada 2: La furia de Gibby","12/8/15"
"iCarly: Temporada 2: Te salvé la vida","12/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Those Who Camp, Do / Dog Gone","12/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Dad's Car / The Treasure of Dead Man Dave","12/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Morning Rush! / A Fistful of Ice Cream","12/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Drop Kick / Box Office Blitz","12/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Snowpocalypse! / According to Chimp","11/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Obsession for Kick / Flush and Release","11/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Dancing with the Enemy / Tattler's Tale","11/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Kickasaurus Wrecks / Battle for the Snax","11/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Kicked Out / Kick the Habit","11/8/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Knocked Out / Not Without My Cereal","11/8/15"
"Los tuyos, los míos y los nuestros","11/8/15"
"Dexter: Temporada 1: Nacido libre","11/8/15"
"Las aventuras de Tintín","11/8/15"
"Dexter: Temporada 1: Truth Be Told","11/8/15"
"Dexter: Temporada 1: Seeing Red","11/8/15"
"iCarly: Temporada 1: iMight Switch Schools","11/8/15"
"iCarly: Temporada 1: iStakeout","7/8/15"
"iCarly: Temporada 1: Todos a detención","7/8/15"
"iCarly: Temporada 1: iPromote Tech-Foots","7/8/15"
"iCarly: Temporada 1: iDont Want to Fight","7/8/15"
"iCarly: Temporada 1: Cazando pollos","7/8/15"
"iCarly: Temporada 1: iHate Sam's Boyfriend","6/8/15"
"iCarly: Temporada 1: iHeart Art","6/8/15"
"iCarly: Temporada 1: iAm Your Biggest Fan","6/8/15"
"iCarly: Temporada 1: iPromise Not to Tell","6/8/15"
"¡Applucinante!","1/8/15"
"Ricky Ricón","31/7/15"
"Ricky Ricón: Temporada 1: Bienvenidos a la man$ión","31/7/15"
"Ricky Ricón: Temporada 2: Conqui$tador","31/7/15"
"Ricky Ricón: Temporada 1: Forrado$ de realeza","31/7/15"
"Ricky Ricón: Temporada 2: Lazo$ familiare$","31/7/15"
"Ricky Ricón: Temporada 2: Acampemo$","30/7/15"
"Ricky Ricón: Temporada 2: Acabado","30/7/15"
"Ricky Ricón: Temporada 2: Diver$ión y juego$","30/7/15"
"Ricky Ricón: Temporada 2: Regre$o al pre$ente","29/7/15"
"Ricky Ricón: Temporada 2: Una per$ona má$","29/7/15"
"Ricky Ricón: Temporada 2: Vaquero $ueco","29/7/15"
"Ricky Ricón: Temporada 2: $uperhéroe$","29/7/15"
"Ricky Ricón: Temporada 1: Má$ o meno$","28/7/15"
"Ricky Ricón: Temporada 1: La$ locura$ de la reina Harper","28/7/15"
"Ricky Ricón: Temporada 1: Las co$a$ maravillosa$ que hace","28/7/15"
"Ricky Ricón: Temporada 1: La cita","28/7/15"
"¡Otra vez tú!","28/7/15"
"American Horror Story: Historia de horror americana: La casa del homicidio: Piloto","27/7/15"
"Donde viven los monstruos","26/7/15"
"El cartel: Temporada 1: Episodio 57","25/7/15"
"El cartel: Temporada 1: Episodio 56","25/7/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: If Books Could Kill / There Will Be Nachos","24/7/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Runaway Recital / Trike X-5","24/7/15"
"El cartel: Temporada 1: Episodio 55","23/7/15"
"El cartel: Temporada 1: Episodio 54","23/7/15"
"El cartel: Temporada 1: Episodio 53","21/7/15"
"El cartel: Temporada 1: Episodio 52","21/7/15"
"El cartel: Temporada 1: Episodio 51","21/7/15"
"El cartel: Temporada 1: Episodio 50","20/7/15"
"El cartel: Temporada 1: Episodio 49","20/7/15"
"El cartel: Temporada 1: Episodio 48","20/7/15"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Dead Man's Drop / Stumped","20/7/15"
"A.N.T. Farm: Temporada 3: MeANT to Be?","20/7/15"
"A.N.T. Farm: Temporada 3: UnwANTed","20/7/15"
"A.N.T. Farm: Temporada 3: FinANTial Crisis","20/7/15"
"A.N.T. Farm: Temporada 3: The New York ExperiANTs","20/7/15"
"Sam y Cat: Temporada 1: #Cuidando a Goomer","19/7/15"
"Sam y Cat: Temporada 1: #Guerra de niñeras","19/7/15"
"Las novias de mis amigos","19/7/15"
"Sam y Cat: Temporada 1: #Bebés trepadores","19/7/15"
"Sam y Cat: Temporada 1: #La nueva cabra","19/7/15"
"Si yo tuviera 30","19/7/15"
"La peor noche de mi vida","19/7/15"
"Persecución mortal","18/7/15"
"A.N.T. Farm: Temporada 3: SilANT Night","17/7/15"
"Sam y Cat: Temporada 1: #MiPoober","17/7/15"
"Sam y Cat: Temporada 1: #SalmonCat","15/7/15"
"Sam y Cat: Temporada 1: #InfecciónDeGemelos","15/7/15"
"Sam y Cat: Temporada 1: #OscarElOuch","15/7/15"
"Sam y Cat: Temporada 1: #NiñerasDeLaMuñeca","15/7/15"
"Sam y Cat: Temporada 1: #La caja fuerte secreta","15/7/15"
"Sam y Cat: Temporada 1: #El comercial de niñeras","14/7/15"
"Sam y Cat: Temporada 1: #La mamá de Goomer","14/7/15"
"Sam y Cat: Temporada 1: #El misterio de la motocicleta","14/7/15"
"A.N.T. Farm: Temporada 3: Feature PresANTation","14/7/15"
"A.N.T. Farm: Temporada 3: Angus' First MovemANT","14/7/15"
"Bob Esponja: Temporada 1: Pompas de jabón / Pantalones rotos","8/7/15"
"El cartel: Temporada 1: Episodio 47","8/7/15"
"Nine Months","7/7/15"
"El cartel: Temporada 1: Episodio 46","7/7/15"
"El cartel: Temporada 1: Episodio 45","7/7/15"
"El cartel: Temporada 1: Episodio 44","7/7/15"
"Power Rangers: Megaforce: The Robo Knight Before Christmas","5/7/15"
"El cartel: Temporada 1: Episodio 43","5/7/15"
"Miniespías","2/7/15"
"El cartel: Temporada 1: Episodio 42","30/6/15"
"El cartel: Temporada 1: Episodio 41","30/6/15"
"Bandidas","30/6/15"
"El cartel: Temporada 1: Episodio 40","25/6/15"
"El cartel: Temporada 1: Episodio 39","24/6/15"
"El cartel: Temporada 1: Episodio 38","24/6/15"
"Spanglish","23/6/15"
"Waiting to Exhale","23/6/15"
"Las vueltas de la vida","23/6/15"
"El Internado: Temporada 1: Los monstruos no hacen cosquillas","22/6/15"
"Cambiadas al nacer: Temporada 1: Los ruidos de la calle invaden la casa","22/6/15"
"Cambiadas al nacer: Temporada 1: El proceso","22/6/15"
"Cambiadas al nacer: Temporada 1: El intruso","22/6/15"
"Crepúsculo, la saga: Eclipse","19/6/15"
"Cambiadas al nacer: Temporada 1: Somos el Kraken de nuestros propios naufragios","18/6/15"
"Crepúsculo, la saga: Luna nueva","17/6/15"
"Crepúsculo","16/6/15"
"El cartel: Temporada 1: Episodio 37","16/6/15"
"El cartel: Temporada 1: Episodio 36","16/6/15"
"El cartel: Temporada 1: Episodio 35","16/6/15"
"Cambiadas al nacer: Temporada 1: La declaración de independencia","16/6/15"
"Between: Temporada 1: ¿Quién tiene el control?","16/6/15"
"Between: Temporada 1: Se acabó la escuela","16/6/15"
"Cambiadas al nacer: Temporada 1: El árbol del perdón","15/6/15"
"Cambiadas al nacer: Temporada 1: La sensación de ser observados","15/6/15"
"Con locura","15/6/15"
"Cambiadas al nacer: Temporada 1: Este es el color de mis sueños","15/6/15"
"El cartel: Temporada 1: Episodio 34","15/6/15"
"Cambiadas al nacer: Temporada 1: Alegoría del triunfo de Venus","15/6/15"
"Cambiadas al nacer: Temporada 1: El sueño de la razón produce monstruos","14/6/15"
"Cambiadas al nacer: Temporada 1: Empieza el juego","14/6/15"
"Cambiadas al nacer: Temporada 1: Escribir a un soldado solitario","14/6/15"
"Cambiadas al nacer: Temporada 1: El arte de la pintura","14/6/15"
"Madagascar 3: Los fugitivos","14/6/15"
"Barbie: Escuela de princesas","14/6/15"
"Cambiadas al nacer: Temporada 1: Protégeme de lo que quiero","14/6/15"
"Cambiadas al nacer: Temporada 1: Las dos Fridas","14/6/15"
"Cambiadas al nacer: Temporada 1: La expulsión de Adán y Eva del paraíso terrenal","14/6/15"
"Tyler Perry's Good Deeds","14/6/15"
"Cambiadas al nacer: Temporada 1: Las hermanas D'Estress","13/6/15"
"Cambiadas al nacer: Temporada 1: Autorretrato con la oreja vendada","13/6/15"
"Cambiadas al nacer: Temporada 1: La tempestad","13/6/15"
"Cambiadas al nacer: Temporada 1: Noche estrellada","13/6/15"
"Cambiadas al nacer: Temporada 1: El regreso","13/6/15"
"Cambiadas al nacer: Temporada 1: Paraíso perdido","13/6/15"
"Cambiadas al nacer: Temporada 1: La caja de Pandora","12/6/15"
"Cambiadas al nacer: Temporada 1: La caza del ciervo","12/6/15"
"Cambiadas al nacer: Temporada 1: La persistencia de la memoria","12/6/15"
"Cambiadas al nacer: Temporada 1: Perros jugando al póquer","11/6/15"
"Cambiadas al nacer: Temporada 1: Bailar entre puñales","11/6/15"
"Cambiadas al nacer: Temporada 1: Retrato de mi padre","11/6/15"
"Cambiadas al nacer: Temporada 1: Gótico estadounidense","10/6/15"
"Cambiadas al nacer: Temporada 1: Esto no es una pipa","10/6/15"
"El cartel: Temporada 1: Episodio 33","10/6/15"
"El cartel: Temporada 1: Episodio 32","10/6/15"
"El vuelo","9/6/15"
"Una esposa de mentira","9/6/15"
"El cartel: Temporada 1: Episodio 31","8/6/15"
"El cartel: Temporada 1: Episodio 30","8/6/15"
"El brillo del arco iris","7/6/15"
"Transformers","7/6/15"
"iCarly: Temporada 1: Plañiré el día","4/6/15"
"iCarly: Temporada 1: Quiero romper un récord mundial","4/6/15"
"Blancanieves y el cazador","3/6/15"
"Mi amiga la sirena","3/6/15"
"El club de los cinco","2/6/15"
"A toda madre","2/6/15"
"Hollywoo","31/5/15"
"A.N.T. Farm: Temporada 3: Past, PresANT and Future","29/5/15"
"A.N.T. Farm: Temporada 3: Product MisplacemANT","29/5/15"
"A.N.T. Farm: Temporada 3: MutANT Farm 3.0","29/5/15"
"A.N.T. Farm: Temporada 3: Uncanny ResemblANTs","29/5/15"
"A.N.T. Farm: Temporada 3: PANTs on Fire","29/5/15"
"A.N.T. Farm: Temporada 3: Unforeseen CircumstANTs","29/5/15"
"Criadas y malvadas: Temporada 1: Totally Clean","28/5/15"
"Criadas y malvadas: Temporada 1: Getting Out the Blood","28/5/15"
"Criadas y malvadas: Temporada 1: Cleaning Out the Closet","28/5/15"
"A.N.T. Farm: Temporada 3: Secret AgANT","28/5/15"
"iCarly: Temporada 1: iWill Date Freddie","28/5/15"
"Criadas y malvadas: Temporada 1: Hanging the Drapes","27/5/15"
"Criadas y malvadas: Temporada 1: Scrambling the Eggs","27/5/15"
"iCarly: Temporada 1: iPilot","27/5/15"
"Criadas y malvadas: Temporada 1: Minding the Baby","27/5/15"
"A.N.T. Farm: Temporada 3: Animal HusbANTry","27/5/15"
"A.N.T. Farm: Temporada 3: IndependANTs","27/5/15"
"Criadas y malvadas: Temporada 1: Taking a Message","27/5/15"
"Criadas y malvadas: Temporada 1: Walking the Dog","27/5/15"
"Criadas y malvadas: Temporada 1: Taking Out the Trash","27/5/15"
"Criadas y malvadas: Temporada 1: Making Your Bed","27/5/15"
"Criadas y malvadas: Temporada 1: Wiping Away the Past","27/5/15"
"Criadas y malvadas: Temporada 1: Setting the Table","27/5/15"
"Criadas y malvadas: Temporada 1: Piloto","27/5/15"
"Llamando A Ecco","26/5/15"
"A.N.T. Farm: Temporada 3: TrANTsferred: Pt. 2","26/5/15"
"A.N.T. Farm: Temporada 3: TrANTsferred: Pt. 1","26/5/15"
"Street Football: Temporada 1: To Cut Off the Head","26/5/15"
"Street Football: Temporada 1: The Secret of the Scorpions","26/5/15"
"Street Football: Temporada 1: By the Light of the Stars","26/5/15"
"Street Football: Temporada 1: A Black Night for a Red Card","26/5/15"
"Qué esperar cuando se está esperando","24/5/15"
"El código enigma","21/5/15"
"Expelled","21/5/15"
"Jack y Jill","21/5/15"
"Street Football: Temporada 1: Buried Secrets","20/5/15"
"Street Football: Temporada 1: The Guardian Angels","20/5/15"
"El juego de la fortuna","19/5/15"
"Lindas mentirosas: Temporada 3: Besos robados","19/5/15"
"Lindas mentirosas: Temporada 3: Loca","19/5/15"
"El señor de los Cielos: Temporada 1: ¡Cásate conmigo!","17/5/15"
"Lindas mentirosas: Temporada 3: Las pistas de A","16/5/15"
"Lindas mentirosas: Temporada 3: Esa niña es veneno","16/5/15"
"Lindas mentirosas: Temporada 3: Aves de la misma pluma","15/5/15"
"El cartel: Temporada 1: Episodio 29","12/5/15"
"El cartel: Temporada 1: Episodio 28","12/5/15"
"Lindas mentirosas: Temporada 3: El reino de los ciegos","12/5/15"
"Lindas mentirosas: Temporada 3: La sangre es el nuevo negro","12/5/15"
"Lindas mentirosas: Temporada 3: Sucedió esa noche","12/5/15"
"Los juegos hambrientos","8/5/15"
"El cartel: Temporada 1: Episodio 27","7/5/15"
"El cartel: Temporada 1: Episodio 26","5/5/15"
"Arrow: Temporada 2: Impensable","3/5/15"
"Arrow: Temporada 2: Calles de fuego","2/5/15"
"Arrow: Temporada 2: Ciudad de sangre","2/5/15"
"Arrow: Temporada 2: Ira","2/5/15"
"Arrow: Temporada 2: El hombre bajo la capucha","2/5/15"
"Arrow: Temporada 2: Deadstroke","2/5/15"
"Arrow: Temporada 2: Aves de presa","2/5/15"
"El cartel: Temporada 1: Episodio 25","2/5/15"
"Arrow: Temporada 2: Escuadrón suicida","1/5/15"
"Arrow: Temporada 2: La promesa","1/5/15"
"Arrow: Temporada 2: Hora de morir","1/5/15"
"Arrow: Temporada 2: La heredera del demonio","1/5/15"
"Arrow: Temporada 2: Temblores","1/5/15"
"El cartel: Temporada 1: Episodio 24","1/5/15"
"El cartel: Temporada 1: Episodio 23","1/5/15"
"Arrow: Temporada 2: Punto ciego","1/5/15"
"El cartel: Temporada 1: Episodio 22","1/5/15"
"El cartel: Temporada 1: Episodio 21","1/5/15"
"A.N.T. Farm: Temporada 2: InfluANTces","30/4/15"
"Arrow: Temporada 2: Radio de explosión","30/4/15"
"El cartel: Temporada 1: Episodio 20","30/4/15"
"Arrow: Temporada 2: Tres fantasmas","30/4/15"
"Arrow: Temporada 2: El científico","30/4/15"
"El cartel: Temporada 1: Episodio 19","30/4/15"
"Arrow: Temporada 2: El estado contra Queen","30/4/15"
"Arrow: Temporada 2: Mantén a tus enemigos cerca","30/4/15"
"El cartel: Temporada 1: Episodio 18","30/4/15"
"El cartel: Temporada 1: Episodio 17","30/4/15"
"Street Football: Temporada 1: The Passion of the Game","29/4/15"
"Los padrinos mágicos: Temporada 7: Anti Poof","29/4/15"
"Los padrinos mágicos: Temporada 8: Cuando atacan los perdedores","29/4/15"
"Los padrinos mágicos: Temporada 8: La invasion de los papás!","29/4/15"
"Street Football: Temporada 1: The Inseperables","29/4/15"
"Street Football: Temporada 1: The Shadow Enemies","29/4/15"
"Street Football: Temporada 1: The World Cup of Street Football","29/4/15"
"El cartel: Temporada 1: Episodio 16","29/4/15"
"El cartel: Temporada 1: Episodio 15","27/4/15"
"El cartel: Temporada 1: Episodio 14","27/4/15"
"Randy Cunningham: 9th Grade Ninja: Temporada 1: Last Stall On The Left / Got Stank?","27/4/15"
"Identicos","27/4/15"
"Desde la última vez","27/4/15"
"El cartel: Temporada 1: Episodio 13","27/4/15"
"El cartel: Temporada 1: Episodio 12","27/4/15"
"El cartel: Temporada 1: Episodio 11","27/4/15"
"El cartel: Temporada 1: Episodio 10","26/4/15"
